Sample #	Day	Month	Year	Place	ETRS-TM 35FIN		Cause of Death	Hunter's evaluation		Sex	Age	Sender	Notes	Tissue -80 deg	Extracted DNA -20 deg	Purified DNA	MtDNA	Results checked	Nuclear DNA					NGS/Vienna	SNP chip/Sweden
					N	E		Species	Code 1-5								Cytb		Tshd	Tg	Mgf	Sptbn1	Prck1		
464	30	10	2013	Hyvinkää	6723910	382333		LE	5	M	JUV	Evira	E20131203-013	1	2	1	LE	1							
465	11	2	2014	Lapinlahti	7025525	518596		LT	2	F	AD	Evira	E20140214-046	1	2	1	LT	1							
466	28	11	2013	Tuusniemi	6965565	575862		LT	1	F	AD	Evira	E20140114-029	1	2	1	LT	1							
467	31	10	2013	Jaala, Kimola (Kouvola)	6768747	471985		LE	5	F	JUV	Evira	E20131104-022	1	2	1	LE	1							
468	3	11	2013	Ruokolahti	6797006	597740		LT	1	F	JUV	Evira	E20131107-048, DNA sakkainen	1	1	1	LT	1							
469			2014	Haapavesi	7113208	420396		LT	1	M	JUV	Evira	E20131112-028	1	1		LT	1							1
470	22	1	2014	Eura	6787091	238094		LT	2	F	JUV	Evira	E20140128-034	1	1		LT	1							1
471	21	11	2013	Jyväskylä	6901595	436020		LE	5	M	JUV	Evira	E20131122-022	1	1		LE	1							
472	25	1	2014	Lapinlahti	7025525	518596		LE?	5	M	AD	Evira	E20140205-060	1	1		LE	1							1
473	16	7	2013	Juuka	7014304	613232		LT	1	F	JUV	Evira	E20131129-016, DNA sakkainen	1	1	1	LT	1							
474	19	11	2013	Varkaus	6909918	545452		LE	5	M	JUV	Evira	E20131121-035	1	1		LE	1							
475	30	1	2014	Pernaja	6701589	446688		LT	1	F	AD	Evira	E20140204-044	1	2	1	LT	1							1
476	29	11	2013	Vaasa	7007298	228381		LE	4	F	JUV	Evira	E20131203-108	1	1		LE	1							
477	12	12	2013	Kauniainen	6678003	373893		LE	4	M	JUV	Evira	E20131213-132	1	1		LE	1							
478	23	1	2014	Juva	6863260	545156		LT	2	F	JUV	Evira	E20140128-057, DNA sakkainen	1	1	1	LT	1							
479	18	1	2013	Rovaniemi	7376184	442076		LT	1	M	AD	Evira	E20140122-090	1	1	1	LT	1							
480	6	3	2014	Savonlinna	6861104	598799		LE?	3	M	AD	Evira	E20140310-029	1	1		LE	1							
481	28	1	2014	Läyliäinen, Loppi	6723823	361069		LE	4	M	AD	Evira	E20140207-117	1	1		LE	1							
482	11	5	2013	Laukaa	6920826	446270		LE	5	M	JUV	Evira	E20131108-056	1	1		LE	1							
483	11	11	2013	Hailuoto	7211365	392117		LT	1	F	AD	Evira	E20131113-086	1	1		LT	1							
484	12	11	2013	Hirvensalmi	6834159	488689		LE	5	M	JUV	Evira	E20131115-003	1	1		LE	1							
485	30	12	2013	Laihia, Jokikylä	6979949	255082	hunted	LT	1			Pekka Palo		1	1	1	LT	1							
486	15	4	2014	Joensuu, Linnunlahti, pienvenesatama	6943726	639932	found dead	LE	5			Mervi Kunnasranta ja Helmi		1	1	1	LE	1							
487	3	6	2014	Joensuu, Botania	6944238	639754	found dead	LT	1			Vilma Lehtovaara		1	2	1	LE	1							
488	26	1	2014	Helsinki, Viikki	6677754	390525	hunted	LE	5			Antti Piironen		1	2	1	LE	1							
489	26	1	2014	Helsinki, Viikki	6677754	390525	hunted	LE	5			Antti Piironen		1	1		LE	1							
490	26	1	2014	Helsinki, Viikki	6677754	390525	hunted	LE	5			Antti Piironen		1	1	1	LE	1							
491	26	1	2014	Helsinki, Viikki	6677754	390525	hunted	LE	5			Antti Piironen		1	1		LE	1							
492	21	2	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
493	21	5	2014	Joensuu, Linnunlahti	6944551	640041	lopetettu, huonokuntoinen	LT	1			Jaakko Pohjoismäki		1	1		LT	1							
494	30	11	2003	Oulu, Neittävä, Vaala	7153920	484950	hunted	LT	1			RKTL		1	1		LT	1							
495	27	10	2009	Oulu, Neittävä, Vaala	7153920	484950	hunted	LT	1			RKTL	mtDNA tulos epäselvä	1	1	1									1
496	11	11	2009	Oulu, Neittävä, Vaala	7153920	484950	hunted	LT	1			RKTL		1	1	1	LT	1							
497	25	10	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
498	24	11	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
499	13	12	2003	Luhanka, Vanhonen	6852226	431661	hunted	LE	5			RKTL		1	1		LE	1							
500	26	11	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LE	5			RKTL		1	1		LE	1							1
501	9	1	2004	Utajärvi	7182034	471163	hunted	LT	1			RKTL		1	1		LT	1							
502	6	1	2004	Korpilahti, Oittila	6869464	433875	hunted	LE	5			RKTL		1	1		LE	1							
503	31	12	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
504	6	1	2004	Korpilahti, Oittila	6869464	433875	hunted	LE	5			RKTL		1	1		LE	1							
505	3	2	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
506	15	9	2005	Korpilahti, Putkilahti	6862604	432831	hunted	LE	5			RKTL		1	1		LE	1							
507	20	10	2003	Puolanka, Luupponen	7194613	531992	hunted	LT	1			RKTL		1	1		LT	1							
508	13	9	2003	Jourkuma, Utajärvi	7182034	471163	hunted	LT	1			RKTL		1	1		LT	1							
509	13	11	2003	Jourkuma, Utajärvi	7182034	471163	hunted	LT	1			RKTL		1	1	1	LT	1							
510	14	1	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LE	5			RKTL		1	1	1	LE	1							
511	10	12	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LE	5			RKTL		1	1		LE	1							
512	3	2	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
513	29	2	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LE	5			RKTL		1	1	1	LE	1							
514	15	1	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1	1	LT	1							
515	20	2	2003	Korpilahti, Putkilahti, Korospohja	6865505	431979	hunted	LT	1			RKTL		1	1		LT	1							
516	31	1	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1	1	LT	1							
517	30	12	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1	1	LT	1							
518	21	2	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
519	22	10	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
520	30	12	2003	Korpilahti, Putkilahti	6862604	432831	hunted	LE	5			RKTL		1	1		LE	1							
521	20	1	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LE	5			RKTL		1	1		LE	1							
522	27	2	2003	Korpilahti, Putkilahti, Pirttisaari	6867179	428228	hunted	LT	1			RKTL		1	1		LT	1							
523	25	1	2004	Korpilahti, Putkilahti	6862604	432831	hunted	LT	1			RKTL		1	1		LT	1							
524	28	10	2004	Jourkuma, Utajärvi	7182034	471163	hunted	LT	1			RKTL		1	2	1	X	1							
525	16	10	2014	Ilomantsi, Paha-oinasvaara	6996302	680481	hunted	LT	1			Jaakko Pohjoismäki		1	2	1	LT	1							
526	6	11	2014	Volsintie 126, Kirkkonummi	6669228	356880	hit by car	LE 	5			Sture Strandberg		1	1		LE	1							
527	21	11	2014	Tutjunniemi, Liperi	6922391	634066	hunted	LT?	3			Ville Luolamo	Epäilee risteymää	1	1		LT	1							
528	15	11	2014	Mählänsaari, Pälkäne	6806843	357323	hunted	LT	1			Jari Huuho		1	1		LT	1							
529	16	11	2014	Ristisaari, Pälkäne	6805936	357495	hunted	LT?	3			Jari Huuho	"""rusakon pää, metsäjäniksen kroppa"""	1	1		LT	1							
530	8	11	2014	Ristisaari, Pälkäne	6805936	357495	hunted	LT?	3			Martti Myllö	"""rusakon pää, metsäjäniksen kroppa"""	1	1		LT	1							
531	3	11	2014	Rautalampi, Hanhiniemi	6938858	489305	hunted	LE 	5			Vilho Hänninen		1	1		LE	1							
532	13	11	2014	Pieksämäki, Vanaja	6918671	487300	hunted	LE 	5			Vilho Hänninen		1	1		LE	1							
533	8	11	2014	Konnevesi, Mäkäräniemi	6944517	476818	hunted	LE 	5			Vilho Hänninen		1	1		LE	1							
534	5	10	2014	Rautalampi, Talliniemi	6941507	491321	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
535	11	9	2014	Lieksa, Vuonisjärvi	7006272	656055	hunted	LT?	3			Seppo Nesterinen		1	1		LT	1							
536	14	9	2014	Lieksa, Keikonvaara	6995576	655773	hunted	LE	5			Seppo Nesterinen		1	1		LT	1							
537	21	9	2014	Lieksa, Keikonvaara	6995576	655773	hunted	LT	1			Seppo Nesterinen		1	1		LT	1							
538	14	9	2014	Lieksa Haisu	7023935	650517	hunted	LT	1			Seppo Nesterinen		1	1		LT	1							
539	14	9	2014	Lieksa Haisu	7023935	650517	hunted	LT	1			Seppo Nesterinen		1	1		LT	1							
540	29	9	2014	Joensuu, Linnunlahti (satama)	6943680	640014	found dead	LE	5			Mervi Kunnasranta (Helmi)		1	1	1	X	1							
541	21	10	2014	Joensuu, Noljakka	6947001	637687	found dead	LT	1	M	AD	Pertti Aro	Raita	1	1		LT	1							
542			2013	Nokia	6820845	314730	hunted	LT	1			Kimmo Ulvelin	Korvassa kasvoi hometta	1	1	1	X	1							
543	9	9	2014	Lieksa, Vuonisjärvi	7006272	656055	hunted	LT	1			Seppo Nesterinen		1	1		LT	1							
544	12	9	2014	Lieksa, Kelvä	6997924	656166	hunted	LT	1			Seppo Nesterinen		1	1		LT	1							
545	10	9	2014	Lieksa, Vuonisjärvi	7006272	656055	hunted	LT	1			Seppo Nesterinen		1	1		LT	1							
546			2014	Kurikka	6951548	264050	hunted	LT	2			Pasi Rantamäki	Iso metsäjänikseksi	1	1		LT	1							1
547	18	10	2014	Kotka, Vassaari	6700516	502868	hunted	LT	1			Tero Halme		1	1		LT	1							
548	15	1	2014	Lemi, Sorvarila	6768858	545468	hit by car	LT	1			Veli-Matti Nisonen		1	1	1	LT	1							
549	2	2	2014	Lemi, Nisola	6773745	541031	hunted	LE	4			Veli-Matti Nisonen		1	1		LE	1							
550	17	2	2014	Lemi, Nisola	6773745	541031	hunted	LE	5			Veli-Matti Nisonen		1	1		LE	1							
551	11	1	2014	Lemi, Sairala	6773745	541031	hunted	LT	2			Veli-Matti Nisonen		1	1	1	LT	1							
552	8	2	2014	Lemi, Nisola	6773745	541031	hunted	LE	5			Veli-Matti Nisonen		1	1		LE	1							
553	15	11	2014	Lemi, Nisola	6773745	541031	hunted	LT	2			Veli-Matti Nisonen		1	1		LT	1							
554	4	4	2014	Hyvinkää	6723910	382333		LT	1	F	AD	Evira	E20140409-034	1	1		LT	1							
555	16	9	2014	Polvijärvi	6971910	619234		LT	1	F	JUV	Evira	E20140917-005	1	1		LT	1							
556	15	9	2014	Valtimo	7062846	589615		LT	1	F	AD	Evira	E20140919-060	1	1		LT	1							
557	16	9	2014	Leppävirta	6928791	541101		LE	5	F	JUV	Evira	E20140919-034	1	1		LE	1							
558	16	5	2014	Rautavaara	7041185	564910		LT	1	F	AD	Evira	E20140521-034	1	1		LT	1							
559	11	6	2014	Sonkajärvi	7060671	526041		LT	1	F	AD	Evira	E20140612-015	1	1		LT	1							
560	13	4	2014	Siilinjärvi	6994817	532104		LE	5	F	AD	Evira	E20140416-036	1	1		LT	1							
561	9	9	2014	Hyvinkää	6723910	382333		LE	5	M	JUV	Evira	E20140912-035	1	1		LE	1							1
562	26	5	2014	Salo	6701088	285993		LE	5	F	AD	Evira	E20140527-105	1	1		LE	1							
563	25	4	2014	Tampere	6823700	326225		LE	5	F	AD	Evira	E20140429-048	1	1	1	LE	1							
564			2014	Nivala	7090783	399684		LE	5	F	JUV	Evira	E20140911-027	1	1		LE	1							1
565	6	9	2014	Kitee	6889665	664394		LE	5	M	JUV	Evira	E20140910-035	1	1		LE	1							
566	29	5	2014	Polvijärvi	6971910	619234		LE	5	M	AD	Evira	E20140604-045	1	1		LE	1							1
567	15	9	2014	Luumäki	6754109	530349		LE	5	M	JUV	Evira	E20140916-127	1	1	1	LE	1							
568	19	8	2014	Pyhäjärvi	7061959	449830		LT	1	F	JUV	Evira	E20140820-050	1	1		LT	1							
569	31	7	2014	Joensuu	6943348	639393		LE	5	M	JUV	Evira	E20140804-027	1	1	1	LT	1							
570	5	9	2014	Tornio	7306339	370105		LT	1	F	JUV	Evira	E20140909-048	1	1	1	LT	1							
571	26	6	2014	Paltamo	7142904	540105		LT	1	F	AD	Evira	E20140701-029	1	1		LT	1							
572	20	3	2014	Joensuu	6943348	639393		LT	1	M	AD	Evira	E20140325-068	1	1		LT	1							
573	16	5	2014	Iisalmi	7047963	509288		LE	5	M	JUV	Evira	E-20140519-032	1	1	1	LE	1							
574	1	4	2014	Salo	6701088	285993		LE	5	M	JUV	Evira	E20140402-027	1	1	1	X	1							
575	1	5	2014	Veteli	7042975	339705		LE	5	F	AD	Evira	E20140507-037	1	1		LE	1							
576	19	6	2014	Parikkala	6826974	631793		LT	1	M	AD	Evira	E20140626-039	1	1		LT	1							
577			2014	Outokumpu	6957923	601670		LE	5	F	JUV	Evira	E20140902-046	1	1		LE	1							
578	2	5	2014	Sodankylä	7477630	481529		LT	1	M	AD	Evira	E20140507-040	1	1		LT	1							1
579	8	9	2014	Kuopio	6973853	535023		LT	1	F	JUV	Evira	E20140910-102	1	1		LT	1							
580	23	3	2014	Ranua	7312633	478130		LT	1	F	AD	Evira	E20140324-124	1	1		LT	1							
581	17	3	2014	Kajaani	7121928	534735		LT	1	M	JUV	Evira	E20140319-102	1	1		LT	1							
582	26	8	2014	Sotkamo	7112566	567273		LT	1	M	JUV	Evira	E-20140827-027	1	1		LT	1							
583	2	8	2014	Tohmajärvi	6903843	673225		LE	5	F	JUV	Evira	E20140805-049	1	1		LE	1							
584	30	9	2014	Joensuu, Linnunlahti	6944551	640041	found dead	LE	5			Mervi Kunnasranta (+Helmi)	Ruho toimitettu Eviraan: F1 hybrid!	1	1		LE	1							
585	10	12	2014	Joensuu, Varaslampi	6943950	643324	found dead	LE	5			Helena Haakana	Ruho toimitettu Eviraan	1	1		LE	1							
586	23	11	2013	Iiksenvaara	6943027	646933	hunted	LT	2			Kari Ratilainen		1	1		LT	1							
587	1	2	2014	Kuhmoinen, Isojärvi	6843638	395735	hunted	LT	1			Heikki Rantanen		1	1		LT	1							
588	14	12	2013	Juupajoki, Kalliojärji	6867139	368038	hunted	LT	1			Heikki Rantanen		1			LT	1							1
589	11	1	2014	Juupajoki, Kalliojärji	6867139	368038	hunted	LT	1			Heikki Rantanen		1	1	1	X	1							
590	1	2	2014	Kuhmoinen, Isojärvi	6843638	395735	hunted	LT	1			Heikki Rantanen		1	1		LT	1							
591	16	2	2014	Juupajoki Karviovuori	6855441	360699	hunted	LT	1			Heikki Rantanen		1	1		LT	1							
592	11	1	2014	Juupajoki	6855441	360699	hunted	LT	1			Heikki Rantanen		1	1	1	LT	1							
593	8	2	2014	Juupajoki, Lyly	6864512	367266	hunted	LT	1			Heikki Rantanen		1	1		LT	1							
594	29	12	2013	Orivesi, Pukala	6840936	349940	hunted	LT	1			Heikki Rantanen		1	1		LT	1							
595	27	2	2014	Pälkäne Laippa	6803505	353425	hunted	LT	1			Heikki Rantanen		1	1		LT	1							
596	27	10	2014	Hausjärvi, Hautalankulma	6729524	395617	hunted	LT	1			Erkki Vuorinen		1	1	1	X	1							
597	14	1	2015	Hausjärvi, Hautalankulma	6729524	395617	hunted	LT	1			Erkki Vuorinen		1	1		LT	1							
598	10	2	2015	Hyvinkää, Kytäjä	6720978	373228	hit by car	LT	2			Erkki Vuorinen		1	1	1	LT	1							
599	26	2	2015	Hämeenlinna, Lieso	6783340	387727	hunted	LT	1			Erkki Vuorinen	Näytteen pinnalla hometta	1	2	1	LT	1							1
600	26	1	2014	Yli-Ii, Isterinsuo	7252721	460349	hunted	LT	1			Jukka Forsman		1	1	1	LT	1							
601	16	11	2014	Yli-Ii	7250385	446332	hunted	LT	1			Jukka Forsman		1	1		LT	1							
602	4	5	2014		7224302	445513	hit by car	LT	1			Jukka Forsman		1	1	1	LE	1							
603	15	11	2013	Yli-Ii, Kontuansuo	7252497	457628	hunted	LT	1			Jukka Forsman		1	1		LT	1							
604		4	2014	Oulu, Keskusta	7210861	427992	hit by car	LE	5			Jukka Forsman		1	1	1	X	1							
605	11	1	2014	Yli-Ii, Luisansuo	7249345	460596	hunted	LT	1			Jukka Forsman		1	1		LT	1							
606	15	1	2015	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
607	14	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1	1	X	1							
608	10	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1	1	X	1							
609	30	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
610	10	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
611	30	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
612	4	2	2015	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
613	19	1	2014	Halkia	6710853	407670	hunted	LE	5			Mikko Moilanen		1	1		LE	1							
614			2015	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
615	14	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
616	29	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
617	14	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
618	20	1	2015	Pornainen	6705629	410561	hunted	LE	5			Mikko Moilanen		1	1		LE	1							1
619	18	2	2015	Pornainen	6705629	410561	hunted	LE	5			Mikko Moilanen		1	1		LE	1							
620	6	10	2014	Nurmijärvi, Kirkonkylä	6704740	379420	found dead	LE	5			Mikko Moilanen		1		1	LT	1							1
621	4	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
622	28	2	2015	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
623	2	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1		LT	1							
624	2	11	2014	Ylivieska	7107398	379702	hunted	LT	1			Mikko Moilanen		1	1	1	LT	1							
625	1	12	2014	Pieksämäki, Vanaja	6918671	487300	hunted	LT	1			Vilho Hänninen		1	1		LE	1							
626	11	2	2015	Pieksämäki, Alakylä	6915268	487855	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
627	7	2	2015	Rautalampi, Koipiniemi	6955707	476903	hunted	LE	5			Vilho Hänninen		1	1		LE	1							
628	4	2	2015	Konnevesi, Mäkäräniemi	6944517	476818	hunted	LE	5			Vilho Hänninen		1	1		LE	1							
629	17	1	2015	Pieksämäki, Vanaja	6918671	487300	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
630	15	1	2015	Mikkeli, Hirvijärventie	6885468	494602	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
631	30	12	2014	Mikkeli, Häkkilä, Lievsaari	6879261	502168	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
632	11	12	2014	Pieksämäki, Vanaja	6918671	487300	hunted	LT	1			Vilho Hänninen		1	1	1	LT	1							
633	17	1	2015	Pieksämäki, Vanaja	6918671	487300	hunted	LE	5			Vilho Hänninen		1	1		LE	1							
634	7	2	2015	Laihia, Jokiperä	6973179	258599	hunted	LT	1			Pekka Palo		1	1	1	LT	1							
635	20	2	2015	Laihia, Jokiperä	6973179	258599	hunted	LT	1			Pekka Palo		1	1	1	LE	1							
636	5	10	2014	Haukivuori, Häkkilä, Juoksuntie	6885291	494286	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
637	6	9	2014	Haukivuori, Häkkilä, Juoksuntie	6885291	494286	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
638	25	2	2015	Pieksämäki, Vanaja	6918671	487300	hunted	LE	5			Vilho Hänninen		1	1	1	LE	1							
639	4	2	2015	Konnevesi, Mäkäräniemi, Sänkimäki	6945325	475690	hunted	LE	5			Vilho Hänninen		1	1	1	LE	1							
640	4	2	2015	Konnevesi, Mäkäräniemi, Jyrkkäpuro	6944517	476818	hunted	LE	5			Vilho Hänninen		1	1		LE	1							
641	20	2	2015	Rautalampi, Koipiniemi	6955707	476903	hunted	LE	5			Vilho Hänninen		1	1	1	LE	1							
642	4	2	2015	Konnevesi, Mäkäräniemi, Jyrkkäpuro	6944517	476818	hunted	LE	5			Vilho Hänninen		1	1	1	X	1							
643	3	9	2014	Mikkeli, Häkkilä, Juoksuntie	6885291	494286	hunted	LT	1			Vilho Hänninen		1	1		LT	1							
644	14	12	2014	Pihtipudas	7027645	428721	hunted	LT	1			Erkki Turpeinen		1	1		LT	1							1
645	18	11	2014	Pihtipudas	7027645	428721	hunted	LT	2			Erkki Turpeinen		1	1		LT	1							
646	18	11	2014	Pihtipudas	7027645	428721	hunted	LT	1			Erkki Turpeinen		1	1		LT	1							
647	16	11	2014	Pihtipudas	7027645	428721	hunted	LT?	3			Erkki Turpeinen		1	1		LT	1							
648	14	12	2014	Pihtipudas	7027645	428721	hunted	LT	2			Erkki Turpeinen		1	1		LT	1							
649	20	11	2014	Pihtipudas	7027645	428721	hunted	LT	1			Erkki Turpeinen		1	1		LT	1							
650	15	11	2014	Pihtipudas	7027645	428721	hunted	LT	1			Erkki Turpeinen		1	1		LT	1							
651	20	12	2014	Lemi, Muukankylä	6774576	540625	hunted	LT	1			Veli-Matti Nisonen		1	1		LT	1							
652	31	12	2014	Lemi, Nisola	6773745	541031	hunted	LE	5			Veli-Matti Nisonen		1	1		LE	1							
653	11	1	2015	Lemi, Sairala	6776234	538717	hunted	LE	4			Veli-Matti Nisonen		1	1		LE	1							
654	11	1	2015	Lemi, Nisola	6773745	541031	hunted	LE	4			Veli-Matti Nisonen		1	1		LE	1							
655	16	2	2015	Lemi, Urola	6772860	538955	hunted	LE	4			Veli-Matti Nisonen		1	1	1	X	1							
656	1	2	2015	Lemi, Sairala	6776234	538717	hunted	LE	4			Veli-Matti Nisonen		1	1		LE	1							
657	11	1	2015	Lemi, Sairala	6776234	538717	hunted	LE	4			Veli-Matti Nisonen		1	1		LE	1							
658	25	1	2015	Lemi, Nisola	6773745	541031	hunted	LE	4			Veli-Matti Nisonen		1	1		LE	1							
659			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
660			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LT	1							
661			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LT	1							
662			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LT	1							
663			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LT	1							
664			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1	1	LT	1							
665			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LT	1							
666			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LT	1							
667			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1		LT	1							
668			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1		LT	1							
669			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1		LT	1							
670			2015	Ala-Temmes	7183186	431133	hunted	LT	1			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1		LE	1							
671			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
672			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
673			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
674			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
675			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1		LE	1							
676			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1	1	X	1							
677			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1	1	LE	1							
678			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1	1	LE	1							
679			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
680			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
681			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
682			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
683			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
684			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", oikea"	1	1		LE	1							
685			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1		LE	1							
686			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1	1	X	1							
687			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1	1	X	1							
688			2015	Ala-Temmes	7183186	431133	hunted	LE	5			Hannu Pietiläinen	"""Kaoottiset korvat"", vasen"	1	1		LE	1							
689	29	9	2014	Kuhmo, Jyrkäntie, Kylkelä	7105038	624948	hunted	LT	1			Pentti Willman		1	1	1	LT	1							
690	27	10	2014	Kuhmo, Viitavaarantie, Lemetinvaara	7116372	592867	hunted	LT	1			Pentti Willman		1	1		LT	1							
691	3	11	2014	Kuhmo, Hukkajärventie, Heikkilä (Mustalampi)	7113728	629014	hunted	LT	1			Pentti Willman		1	1		LT	1							
692	6	11	2014	Kuhmo, Pohjoispuolentie, Multikangas	7115734	616294	hunted	LT	1			Pentti Willman		1	1		LT	1							
693	18	11	2014	Kuhmo, Jyrkäntie, Kylkelä	7105038	624948	hunted	LT	1			Pentti Willman		1	1		LT	1							
